"year","firm_id","y_d","treatment_effect","e","year_fe","firms_fe","te_coeff","treat","time_til","treat_date","group","town"
2003,77,58.1869275590915,45,0.577628505793012,4,-1.39070094670149,15,TRUE,2,2001,1,4
2004,77,73.4861361689901,60,0.376837115691606,4.5,-1.39070094670149,15,TRUE,3,2001,1,4
2005,77,88.736934154014,75,0.127635100715433,5,-1.39070094670149,15,TRUE,4,2001,1,4
2006,77,104.101973746266,90,-0.00732530703261003,5.5,-1.39070094670149,15,TRUE,5,2001,1,4
2007,77,119.807094763785,105,0.197795710486882,6,-1.39070094670149,15,TRUE,6,2001,1,4
2008,77,134.913767447104,120,-0.195531606194404,6.5,-1.39070094670149,15,TRUE,7,2001,1,4
2009,77,150.582210240195,135,-0.0270888131034338,7,-1.39070094670149,15,TRUE,8,2001,1,4
2010,77,166.11306853299,150,0.00376947969142311,7.5,-1.39070094670149,15,TRUE,9,2001,1,4
2011,77,182.395666721052,165,0.78636766775374,8,-1.39070094670149,15,TRUE,10,2001,1,4
2012,77,197.705975332499,180,0.596676279200187,8.5,-1.39070094670149,15,TRUE,11,2001,1,4
2013,77,213.102139405599,195,0.492840352300443,9,-1.39070094670149,15,TRUE,12,2001,1,4
2014,77,228.333620857054,210,0.22432180375584,9.5,-1.39070094670149,15,TRUE,13,2001,1,4
2015,77,243.865750857247,225,0.256451803948048,10,-1.39070094670149,15,TRUE,14,2001,1,4
2016,77,259.547581604749,240,0.43828255145009,10.5,-1.39070094670149,15,TRUE,15,2001,1,4
2017,77,274.85029399383,255,0.240994940531146,11,-1.39070094670149,15,TRUE,16,2001,1,4
2018,77,289.910287457821,270,-0.199011595477095,11.5,-1.39070094670149,15,TRUE,17,2001,1,4
2019,77,306.091808323651,285,0.482509270352169,12,-1.39070094670149,15,TRUE,18,2001,1,4
2020,77,321.388275850448,300,0.278976797149172,12.5,-1.39070094670149,15,TRUE,19,2001,1,4
2021,77,336.367058914285,315,-0.242240139013694,13,-1.39070094670149,15,TRUE,20,2001,1,4
2022,77,351.923551623806,330,-0.185747429492565,13.5,-1.39070094670149,15,TRUE,21,2001,1,4
2023,77,367.14257235875,345,-0.466726694548487,14,-1.39070094670149,15,TRUE,22,2001,1,4
2024,77,382.349269551382,360,-0.760029501916307,14.5,-1.39070094670149,15,TRUE,23,2001,1,4
1995,78,9.11375308599358,0,-0.162665136896264,0,-0.723581777110154,15,FALSE,-6,2001,1,4
1996,78,10.2110830784617,0,0.434664855571834,0.5,-0.723581777110154,15,FALSE,-5,2001,1,4
1997,78,11.0215178507149,0,0.745099627825013,1,-0.723581777110154,15,FALSE,-4,2001,1,4
1998,78,11.0826505692236,0,0.306232346333802,1.5,-0.723581777110154,15,FALSE,-3,2001,1,4
1999,78,11.7110809126236,0,0.43466268973371,2,-0.723581777110154,15,FALSE,-2,2001,1,4
2000,78,11.4003101352434,0,-0.376108087646465,2.5,-0.723581777110154,15,FALSE,-1,2001,1,4
2001,78,26.5293001239685,15,-0.747118098921323,3,-0.723581777110154,15,TRUE,0,2001,1,4
2002,78,42.5462825169215,30,-0.230135705968298,3.5,-0.723581777110154,15,TRUE,1,2001,1,4
2003,78,58.3554382464045,45,0.079020023514653,4,-0.723581777110154,15,TRUE,2,2001,1,4
2004,78,73.5720506063483,60,-0.20436761654151,4.5,-0.723581777110154,15,TRUE,3,2001,1,4
2005,78,89.7935253537526,75,0.517107130862728,5,-0.723581777110154,15,TRUE,4,2001,1,4
2006,78,104.981401209374,90,0.20498298648373,5.5,-0.723581777110154,15,TRUE,5,2001,1,4
2007,78,119.966329335492,105,-0.310088887398177,6,-0.723581777110154,15,TRUE,6,2001,1,4
2008,78,136.500646959117,120,0.724228736226898,6.5,-0.723581777110154,15,TRUE,7,2001,1,4
2009,78,150.939879014443,135,-0.336539208446891,7,-0.723581777110154,15,TRUE,8,2001,1,4
2010,78,166.166830100557,150,-0.609588122332533,7.5,-0.723581777110154,15,TRUE,9,2001,1,4
2011,78,182.394636468232,165,0.118218245342501,8,-0.723581777110154,15,TRUE,10,2001,1,4
2012,78,197.996366983505,180,0.219948760615642,8.5,-0.723581777110154,15,TRUE,11,2001,1,4
2013,78,212.43044594143,195,-0.845972281459529,9,-0.723581777110154,15,TRUE,12,2001,1,4
2014,78,228.743028792259,210,-0.033389430631289,9.5,-0.723581777110154,15,TRUE,13,2001,1,4
2015,78,243.384896897624,225,-0.891521325266195,10,-0.723581777110154,15,TRUE,14,2001,1,4
2016,78,259.854218638856,240,0.0778004159665176,10.5,-0.723581777110154,15,TRUE,15,2001,1,4
2017,78,275.174020688616,255,-0.10239753427337,11,-0.723581777110154,15,TRUE,16,2001,1,4
2018,78,290.496657832036,270,-0.279760390854172,11.5,-0.723581777110154,15,TRUE,17,2001,1,4
2019,78,305.743452855252,285,-0.53296536763791,12,-0.723581777110154,15,TRUE,18,2001,1,4
2020,78,321.697002023722,300,-0.0794161991674292,12.5,-0.723581777110154,15,TRUE,19,2001,1,4
2021,78,336.755575744391,315,-0.520842478498651,13,-0.723581777110154,15,TRUE,20,2001,1,4
2022,78,353.542382419826,330,0.765964196935996,13.5,-0.723581777110154,15,TRUE,21,2001,1,4
2023,78,368.620900274251,345,0.344482051360998,14,-0.723581777110154,15,TRUE,22,2001,1,4
2024,78,384.669192322855,360,0.892774099964818,14.5,-0.723581777110154,15,TRUE,23,2001,1,4
1995,79,10.464729711915,0,0.206467949747159,0,0.258261762167853,15,FALSE,-6,2001,1,4
1996,79,11.1559413948581,0,0.397679632690283,0.5,0.258261762167853,15,FALSE,-5,2001,1,4
1997,79,12.6098237340833,0,1.35156197191544,1,0.258261762167853,15,FALSE,-4,2001,1,4
1998,79,10.9118412968384,0,-0.846420465329473,1.5,0.258261762167853,15,FALSE,-3,2001,1,4
1999,79,11.2104723902602,0,-1.04778937190764,2,0.258261762167853,15,FALSE,-2,2001,1,4
2000,79,12.2362505260264,0,-0.522011236141416,2.5,0.258261762167853,15,FALSE,-1,2001,1,4
2001,79,28.7648205512576,15,0.506558789089707,3,0.258261762167853,15,TRUE,0,2001,1,4
2002,79,43.0545652052828,30,-0.703696556885081,3.5,0.258261762167853,15,TRUE,1,2001,1,4
2003,79,60.098313351046,45,0.840051588878162,4,0.258261762167853,15,TRUE,2,2001,1,4
2004,79,75.4244896810923,60,0.666227918924439,4.5,0.258261762167853,15,TRUE,3,2001,1,4
2005,79,91.4349876548259,75,1.17672589265807,5,0.258261762167853,15,TRUE,4,2001,1,4
2006,79,104.733911574348,90,-1.02435018781998,5.5,0.258261762167853,15,TRUE,5,2001,1,4
2007,79,120.806475263576,105,-0.451786498591681,6,0.258261762167853,15,TRUE,6,2001,1,4
2008,79,137.166758193298,120,0.408496431130486,6.5,0.258261762167853,15,TRUE,7,2001,1,4
2009,79,152.206827532021,135,-0.0514342301467141,7,0.258261762167853,15,TRUE,8,2001,1,4
2010,79,168.203150493153,150,0.444888730985522,7.5,0.258261762167853,15,TRUE,9,2001,1,4
2011,79,182.712453987516,165,-0.545807774651503,8,0.258261762167853,15,TRUE,10,2001,1,4
2012,79,198.990431295264,180,0.232169533096305,8.5,0.258261762167853,15,TRUE,11,2001,1,4
2013,79,214.325104809342,195,0.0668430471743771,9,0.258261762167853,15,TRUE,12,2001,1,4
2014,79,229.818273660444,210,0.0600118982760538,9.5,0.258261762167853,15,TRUE,13,2001,1,4
2015,79,245.893976033463,225,0.635714271295046,10,0.258261762167853,15,TRUE,14,2001,1,4
2016,79,260.494783992854,240,-0.26347776931412,10.5,0.258261762167853,15,TRUE,15,2001,1,4
2017,79,276.43409560924,255,0.175833847072348,11,0.258261762167853,15,TRUE,16,2001,1,4
2018,79,291.122876015753,270,-0.635385746414686,11.5,0.258261762167853,15,TRUE,17,2001,1,4
2019,79,307.179622624831,285,-0.0786391373373228,12,0.258261762167853,15,TRUE,18,2001,1,4
2020,79,321.926050948162,300,-0.832210814006196,12.5,0.258261762167853,15,TRUE,19,2001,1,4
2021,79,337.92735983765,315,-0.330901924517685,13,0.258261762167853,15,TRUE,20,2001,1,4
2022,79,353.798926922134,330,0.0406651599661046,13.5,0.258261762167853,15,TRUE,21,2001,1,4
2023,79,369.72531299153,345,0.467051229362598,14,0.258261762167853,15,TRUE,22,2001,1,4
2024,79,384.608127326341,360,-0.150134435827077,14.5,0.258261762167853,15,TRUE,23,2001,1,4
1995,80,9.71231311994792,0,0.0293722349091195,0,-0.317059114961199,15,FALSE,-6,2001,1,4
1996,80,10.7221766775782,0,0.539235792539383,0.5,-0.317059114961199,15,FALSE,-5,2001,1,4
1997,80,9.88948440948323,0,-0.793456475555572,1,-0.317059114961199,15,FALSE,-4,2001,1,4
1998,80,11.1751562566758,0,-0.00778462836295193,1.5,-0.317059114961199,15,FALSE,-3,2001,1,4
1999,80,11.6680875368336,0,-0.0148533482052041,2,-0.317059114961199,15,FALSE,-2,2001,1,4
2000,80,12.7397668035943,0,0.556825918555457,2.5,-0.317059114961199,15,FALSE,-1,2001,1,4
2001,80,27.6616960502566,15,-0.0212448347821924,3,-0.317059114961199,15,TRUE,0,2001,1,4
2002,80,42.7433890547787,30,-0.439551830260086,3.5,-0.317059114961199,15,TRUE,1,2001,1,4
2003,80,57.7378673008365,45,-0.945073584202264,4,-0.317059114961199,15,TRUE,2,2001,1,4
2004,80,73.8630494586245,60,-0.319891426414294,4.5,-0.317059114961199,15,TRUE,3,2001,1,4
2005,80,90.274697492723,75,0.591756607684195,5,-0.317059114961199,15,TRUE,4,2001,1,4
2006,80,106.16145913246,90,0.978518247421294,5.5,-0.317059114961199,15,TRUE,5,2001,1,4
2007,80,121.39305772103,105,0.710116835991666,6,-0.317059114961199,15,TRUE,6,2001,1,4
2008,80,135.764567309715,120,-0.418373575324011,6.5,-0.317059114961199,15,TRUE,7,2001,1,4
2009,80,151.698062449236,135,0.0151215641975646,7,-0.317059114961199,15,TRUE,8,2001,1,4
2010,80,167.680191363506,150,0.497250478467548,7.5,-0.317059114961199,15,TRUE,9,2001,1,4
2011,80,182.464526669272,165,-0.218414215766769,8,-0.317059114961199,15,TRUE,10,2001,1,4
2012,80,197.72358205213,180,-0.459358832908898,8.5,-0.317059114961199,15,TRUE,11,2001,1,4
2013,80,213.652563288161,195,-0.0303775968779826,9,-0.317059114961199,15,TRUE,12,2001,1,4
2014,80,228.7106042385,210,-0.472336646538498,9.5,-0.317059114961199,15,TRUE,13,2001,1,4
2015,80,243.858157537454,225,-0.824783347584849,10,-0.317059114961199,15,TRUE,14,2001,1,4
2016,80,259.741817262762,240,-0.441123622276559,10.5,-0.317059114961199,15,TRUE,15,2001,1,4
2017,80,276.415321754593,255,0.73238086955401,11,-0.317059114961199,15,TRUE,16,2001,1,4
2018,80,291.583721810669,270,0.400780925629676,11.5,-0.317059114961199,15,TRUE,17,2001,1,4
2019,80,306.833160065917,285,0.150219180878462,12,-0.317059114961199,15,TRUE,18,2001,1,4
2020,80,322.099185084979,300,-0.0837558000598011,12.5,-0.317059114961199,15,TRUE,19,2001,1,4
2021,80,337.447943433927,315,-0.234997451112206,13,-0.317059114961199,15,TRUE,20,2001,1,4
2022,80,353.126307784308,330,-0.0566331007310262,13.5,-0.317059114961199,15,TRUE,21,2001,1,4
2023,80,368.808692204308,345,0.125751319269401,14,-0.317059114961199,15,TRUE,22,2001,1,4
2024,80,385.100160783142,360,0.917219898103587,14.5,-0.317059114961199,15,TRUE,23,2001,1,4
1995,81,9.8881079927309,0,0.0658979503951909,0,-0.177789957664294,15,FALSE,-6,2001,1,4
1996,81,10.2782324940313,0,-0.0439775483043584,0.5,-0.177789957664294,15,FALSE,-5,2001,1,4
1997,81,11.0313505511842,0,0.209140508848462,1,-0.177789957664294,15,FALSE,-4,2001,1,4
1998,81,11.8902490660365,0,0.568039023700817,1.5,-0.177789957664294,15,FALSE,-3,2001,1,4
1999,81,12.6387820493462,0,0.816572007010493,2,-0.177789957664294,15,FALSE,-2,2001,1,4
2000,81,12.5581726640362,0,0.235962621700515,2.5,-0.177789957664294,15,FALSE,-1,2001,1,4
2001,81,27.4429889737074,15,-0.379221068628342,3,-0.177789957664294,15,TRUE,0,2001,1,4
2002,81,43.5436617561552,30,0.221451713819541,3.5,-0.177789957664294,15,TRUE,1,2001,1,4
2003,81,58.8026390429474,45,-0.019570999388282,4,-0.177789957664294,15,TRUE,2,2001,1,4
2004,81,73.9791166228635,60,-0.343093419472172,4.5,-0.177789957664294,15,TRUE,3,2001,1,4
2005,81,89.1300999240421,75,-0.692110118293566,5,-0.177789957664294,15,TRUE,4,2001,1,4
2006,81,105.744744688251,90,0.422534645915307,5.5,-0.177789957664294,15,TRUE,5,2001,1,4
2007,81,121.204493017304,105,0.382282974967829,6,-0.177789957664294,15,TRUE,6,2001,1,4
2008,81,136.321762465774,120,-0.000447576562221746,6.5,-0.177789957664294,15,TRUE,7,2001,1,4
2009,81,151.462993042218,135,-0.359217000117999,7,-0.177789957664294,15,TRUE,8,2001,1,4
2010,81,167.187145890312,150,-0.135064152024073,7.5,-0.177789957664294,15,TRUE,9,2001,1,4
2011,81,182.328902963573,165,-0.49330707876286,8,-0.177789957664294,15,TRUE,10,2001,1,4
2012,81,198.038356339225,180,-0.283853703110311,8.5,-0.177789957664294,15,TRUE,11,2001,1,4
2013,81,213.767532233971,195,-0.0546778083647454,9,-0.177789957664294,15,TRUE,12,2001,1,4
2014,81,229.357860067928,210,0.0356500255918487,9.5,-0.177789957664294,15,TRUE,13,2001,1,4
2015,81,244.78882922912,225,-0.0333808132154599,10,-0.177789957664294,15,TRUE,14,2001,1,4
2016,81,260.614428447462,240,0.292218405125936,10.5,-0.177789957664294,15,TRUE,15,2001,1,4
2017,81,274.664594385055,255,-1.15761565728047,11,-0.177789957664294,15,TRUE,16,2001,1,4
2018,81,292.383180126205,270,1.0609700838691,11.5,-0.177789957664294,15,TRUE,17,2001,1,4
2019,81,307.735997915098,285,0.913787872761976,12,-0.177789957664294,15,TRUE,18,2001,1,4
2020,81,322.541421146452,300,0.219211104116596,12.5,-0.177789957664294,15,TRUE,19,2001,1,4
2021,81,337.118496921747,315,-0.70371312058891,13,-0.177789957664294,15,TRUE,20,2001,1,4
2022,81,353.71356962473,330,0.39135958239455,13.5,-0.177789957664294,15,TRUE,21,2001,1,4
2023,81,367.63952764737,345,-1.1826823949655,14,-0.177789957664294,15,TRUE,22,2001,1,4
2024,81,385.035096767951,360,0.712886725615198,14.5,-0.177789957664294,15,TRUE,23,2001,1,4
1995,82,10.2998530228772,0,0.469847099731783,0,-0.169994076854541,15,FALSE,-6,2001,1,4
1996,82,9.66259167603465,0,-0.66741424711081,0.5,-0.169994076854541,15,FALSE,-5,2001,1,4
1997,82,11.1889409589779,0,0.358935035832446,1,-0.169994076854541,15,FALSE,-4,2001,1,4
1998,82,11.2853441749185,0,-0.0446617482269655,1.5,-0.169994076854541,15,FALSE,-3,2001,1,4
1999,82,11.9168630901202,0,0.0868571669747013,2,-0.169994076854541,15,FALSE,-2,2001,1,4
2000,82,12.2206807242736,0,-0.109325198871891,2.5,-0.169994076854541,15,FALSE,-1,2001,1,4
2001,82,27.9666284539701,15,0.136622530824687,3,-0.169994076854541,15,TRUE,0,2001,1,4
2002,82,43.8600092869441,30,0.530003363798634,3.5,-0.169994076854541,15,TRUE,1,2001,1,4
2003,82,58.4399481808676,45,-0.390057742277812,4,-0.169994076854541,15,TRUE,2,2001,1,4
2004,82,72.8084848762701,60,-1.5215210468754,4.5,-0.169994076854541,15,TRUE,3,2001,1,4
2005,82,90.6500827799503,75,0.820076856804842,5,-0.169994076854541,15,TRUE,4,2001,1,4
2006,82,104.31737834428,90,-1.0126275788655,5.5,-0.169994076854541,15,TRUE,5,2001,1,4
2007,82,121.058815285722,105,0.228809362576381,6,-0.169994076854541,15,TRUE,6,2001,1,4
2008,82,136.350413573018,120,0.0204076498723833,6.5,-0.169994076854541,15,TRUE,7,2001,1,4
2009,82,152.007081564166,135,0.17707564102054,7,-0.169994076854541,15,TRUE,8,2001,1,4
2010,82,167.916973170204,150,0.586967247058657,7.5,-0.169994076854541,15,TRUE,9,2001,1,4
2011,82,182.835204068572,165,0.0051981454269812,8,-0.169994076854541,15,TRUE,10,2001,1,4
2012,82,198.55711439168,180,0.227108468534643,8.5,-0.169994076854541,15,TRUE,11,2001,1,4
2013,82,213.348847892514,195,-0.481158030631094,9,-0.169994076854541,15,TRUE,12,2001,1,4
2014,82,229.445227657188,210,0.115221734042377,9.5,-0.169994076854541,15,TRUE,13,2001,1,4
2015,82,244.790353326732,225,-0.0396525964132433,10,-0.169994076854541,15,TRUE,14,2001,1,4
2016,82,260.67190190195,240,0.341895978804951,10.5,-0.169994076854541,15,TRUE,15,2001,1,4
2017,82,276.214985267686,255,0.384979344540205,11,-0.169994076854541,15,TRUE,16,2001,1,4
2018,82,291.151811810711,270,-0.178194112434164,11.5,-0.169994076854541,15,TRUE,17,2001,1,4
2019,82,306.195411905642,285,-0.63459401750315,12,-0.169994076854541,15,TRUE,18,2001,1,4
2020,82,321.741774156292,300,-0.588231766853195,12.5,-0.169994076854541,15,TRUE,19,2001,1,4
2021,82,337.413348687053,315,-0.416657236092014,13,-0.169994076854541,15,TRUE,20,2001,1,4
2022,82,353.447391108888,330,0.117385185742853,13.5,-0.169994076854541,15,TRUE,21,2001,1,4
2023,82,368.456057446749,345,-0.373948476396107,14,-0.169994076854541,15,TRUE,22,2001,1,4
2024,82,384.381063143567,360,0.0510572204212149,14.5,-0.169994076854541,15,TRUE,23,2001,1,4
1995,83,9.21886854415421,0,0.591170430030904,0,-1.37230188587669,15,FALSE,-6,2001,1,4
1996,83,8.88999756122034,0,-0.237700552902967,0.5,-1.37230188587669,15,FALSE,-5,2001,1,4
1997,83,9.96035482332647,0,0.332656709203166,1,-1.37230188587669,15,FALSE,-4,2001,1,4
1998,83,10.029296228137,0,-0.0984018859863065,1.5,-1.37230188587669,15,FALSE,-3,2001,1,4
1999,83,10.445962994428,0,-0.181735119695291,2,-1.37230188587669,15,FALSE,-2,2001,1,4
2000,83,10.8929912111275,0,-0.234706902995855,2.5,-1.37230188587669,15,FALSE,-1,2001,1,4
2001,83,26.6533158371186,15,0.0256177229953239,3,-1.37230188587669,15,TRUE,0,2001,1,4
2002,83,41.8840341526492,30,-0.243663961474108,3.5,-1.37230188587669,15,TRUE,1,2001,1,4
2003,83,58.1570846563567,45,0.529386542233417,4,-1.37230188587669,15,TRUE,2,2001,1,4
2004,83,73.1146915423698,60,-0.0130065717534748,4.5,-1.37230188587669,15,TRUE,3,2001,1,4
2005,83,88.9526753635224,75,0.32497724939911,5,-1.37230188587669,15,TRUE,4,2001,1,4
2006,83,104.928352237108,90,0.800654122984866,5.5,-1.37230188587669,15,TRUE,5,2001,1,4
2007,83,119.882067837328,105,0.254369723204949,6,-1.37230188587669,15,TRUE,6,2001,1,4
2008,83,134.348309859936,120,-0.779388254187443,6.5,-1.37230188587669,15,TRUE,7,2001,1,4
2009,83,149.987580312666,135,-0.640117801457129,7,-1.37230188587669,15,TRUE,8,2001,1,4
2010,83,165.938978518274,150,-0.188719595849208,7.5,-1.37230188587669,15,TRUE,9,2001,1,4
2011,83,182.068309720933,165,0.440611606809881,8,-1.37230188587669,15,TRUE,10,2001,1,4
2012,83,196.968546764589,180,-0.159151349534026,8.5,-1.37230188587669,15,TRUE,11,2001,1,4
2013,83,212.479390748508,195,-0.148307365615716,9,-1.37230188587669,15,TRUE,12,2001,1,4
2014,83,228.350697725778,210,0.222999611654953,9.5,-1.37230188587669,15,TRUE,13,2001,1,4
2015,83,243.650624215414,225,0.0229261012905263,10,-1.37230188587669,15,TRUE,14,2001,1,4
2016,83,259.137087731865,240,0.00938961774135182,10.5,-1.37230188587669,15,TRUE,15,2001,1,4
2017,83,274.518597355987,255,-0.109100758136317,11,-1.37230188587669,15,TRUE,16,2001,1,4
2018,83,290.67754592213,270,0.549847808006316,11.5,-1.37230188587669,15,TRUE,17,2001,1,4
2019,83,305.587252888998,285,-0.0404452251248676,12,-1.37230188587669,15,TRUE,18,2001,1,4
2020,83,321.29089594903,300,0.163197834906709,12.5,-1.37230188587669,15,TRUE,19,2001,1,4
2021,83,336.874714326376,315,0.247016212252964,13,-1.37230188587669,15,TRUE,20,2001,1,4
2022,83,352.289351963669,330,0.161653849545245,13.5,-1.37230188587669,15,TRUE,21,2001,1,4
2023,83,367.777014164093,345,0.149316049969396,14,-1.37230188587669,15,TRUE,22,2001,1,4
2024,83,382.600461457748,360,-0.527236656375075,14.5,-1.37230188587669,15,TRUE,23,2001,1,4
1995,84,10.9640184850332,0,1.13780565544723,0,-0.173787170414033,15,FALSE,-6,2001,1,4
1996,84,10.5841039606843,0,0.257891131098374,0.5,-0.173787170414033,15,FALSE,-5,2001,1,4
1997,84,10.2131711517268,0,-0.613041677859215,1,-0.173787170414033,15,FALSE,-4,2001,1,4
1998,84,12.1410965567753,0,0.814883727189377,1.5,-0.173787170414033,15,FALSE,-3,2001,1,4
1999,84,11.7091567055834,0,-0.117056124002522,2,-0.173787170414033,15,FALSE,-2,2001,1,4
2000,84,13.0612240964873,0,0.735011266901356,2.5,-0.173787170414033,15,FALSE,-1,2001,1,4
2001,84,28.3068474909606,15,0.480634661374657,3,-0.173787170414033,15,TRUE,0,2001,1,4
2002,84,43.1840170499765,30,-0.142195779609485,3.5,-0.173787170414033,15,TRUE,1,2001,1,4
2003,84,58.8554518409321,45,0.0292390113461401,4,-0.173787170414033,15,TRUE,2,2001,1,4
2004,84,73.9315762338172,60,-0.394636595768757,4.5,-0.173787170414033,15,TRUE,3,2001,1,4
2005,84,88.8651715737689,75,-0.961041255817038,5,-0.173787170414033,15,TRUE,4,2001,1,4
2006,84,104.887202650277,90,-0.439010179309094,5.5,-0.173787170414033,15,TRUE,5,2001,1,4
2007,84,120.855887989604,105,0.0296751600181633,6,-0.173787170414033,15,TRUE,6,2001,1,4
2008,84,136.149145344383,120,-0.177067485203097,6.5,-0.173787170414033,15,TRUE,7,2001,1,4
2009,84,152.192232850338,135,0.366020020751805,7,-0.173787170414033,15,TRUE,8,2001,1,4
2010,84,167.167748052926,150,-0.158464776660021,7.5,-0.173787170414033,15,TRUE,9,2001,1,4
2011,84,182.253428927439,165,-0.572783902146703,8,-0.173787170414033,15,TRUE,10,2001,1,4
2012,84,197.89685728986,180,-0.429355539725744,8.5,-0.173787170414033,15,TRUE,11,2001,1,4
2013,84,212.634757985564,195,-1.19145484402183,9,-0.173787170414033,15,TRUE,12,2001,1,4
2014,84,229.760836241672,210,0.434623412086141,9.5,-0.173787170414033,15,TRUE,13,2001,1,4
2015,84,245.077875679841,225,0.251662850255388,10,-0.173787170414033,15,TRUE,14,2001,1,4
2016,84,260.447940592743,240,0.121727763157201,10.5,-0.173787170414033,15,TRUE,15,2001,1,4
2017,84,275.886657724149,255,0.0604448945626217,11,-0.173787170414033,15,TRUE,16,2001,1,4
2018,84,291.524455873714,270,0.198243044127661,11.5,-0.173787170414033,15,TRUE,17,2001,1,4
2019,84,306.507919471197,285,-0.31829335838937,12,-0.173787170414033,15,TRUE,18,2001,1,4
2020,84,321.659830887441,300,-0.66638194214543,12.5,-0.173787170414033,15,TRUE,19,2001,1,4
2021,84,337.853899744833,315,0.027686915246973,13,-0.173787170414033,15,TRUE,20,2001,1,4
2022,84,353.077236120735,330,-0.248976708850597,13.5,-0.173787170414033,15,TRUE,21,2001,1,4
2023,84,369.055772496565,345,0.229559666978886,14,-0.173787170414033,15,TRUE,22,2001,1,4
2024,84,384.6689484877,360,0.342735658113976,14.5,-0.173787170414033,15,TRUE,23,2001,1,4
1995,85,10.2611659476598,0,-0.589066309462117,0,0.850232257121884,15,FALSE,-6,2001,1,4
1996,85,10.5707386336814,0,-0.77949362344047,0.5,0.850232257121884,15,FALSE,-5,2001,1,4
1997,85,12.4855770911787,0,0.635344834056852,1,0.850232257121884,15,FALSE,-4,2001,1,4
1998,85,11.7524419217044,0,-0.597790335417482,1.5,0.850232257121884,15,FALSE,-3,2001,1,4
1999,85,12.2725126993128,0,-0.577719557809129,2,0.850232257121884,15,FALSE,-2,2001,1,4
2000,85,13.3510658992557,0,0.000833642133834226,2.5,0.850232257121884,15,FALSE,-1,2001,1,4
2001,85,28.1676810267816,15,-0.68255123034029,3,0.850232257121884,15,TRUE,0,2001,1,4
2002,85,44.5363087702948,30,0.18607651317289,3.5,0.850232257121884,15,TRUE,1,2001,1,4
2003,85,59.4723468306614,45,-0.377885426460485,4,0.850232257121884,15,TRUE,2,2001,1,4
2004,85,76.0144338625186,60,0.664201605396761,4.5,0.850232257121884,15,TRUE,3,2001,1,4
2005,85,90.072052159081,75,-0.778180098040889,5,0.850232257121884,15,TRUE,4,2001,1,4
2006,85,106.713965520277,90,0.363733263155499,5.5,0.850232257121884,15,TRUE,5,2001,1,4
2007,85,121.64800523986,105,-0.202227017262115,6,0.850232257121884,15,TRUE,6,2001,1,4
2008,85,138.396057877555,120,1.04582562043284,6.5,0.850232257121884,15,TRUE,7,2001,1,4
2009,85,152.628556215641,135,-0.221676041480964,7,0.850232257121884,15,TRUE,8,2001,1,4
2010,85,167.826800402163,150,-0.523431854958901,7.5,0.850232257121884,15,TRUE,9,2001,1,4
2011,85,183.561758599281,165,-0.288473657841076,8,0.850232257121884,15,TRUE,10,2001,1,4
2012,85,199.375191889774,180,0.0249596326519189,8.5,0.850232257121884,15,TRUE,11,2001,1,4
2013,85,214.739938221653,195,-0.110294035468575,9,0.850232257121884,15,TRUE,12,2001,1,4
2014,85,230.015782894226,210,-0.334449362895596,9.5,0.850232257121884,15,TRUE,13,2001,1,4
2015,85,245.801222386946,225,-0.0490098701762881,10,0.850232257121884,15,TRUE,14,2001,1,4
2016,85,261.428155697868,240,0.0779234407463349,10.5,0.850232257121884,15,TRUE,15,2001,1,4
2017,85,275.619665111941,255,-1.23056714518054,11,0.850232257121884,15,TRUE,16,2001,1,4
2018,85,291.55908321811,270,-0.79114903901216,11.5,0.850232257121884,15,TRUE,17,2001,1,4
2019,85,307.018132730595,285,-0.832099526527296,12,0.850232257121884,15,TRUE,18,2001,1,4
2020,85,323.758473405235,300,0.408241148113525,12.5,0.850232257121884,15,TRUE,19,2001,1,4
2021,85,338.715957664787,315,-0.134274592334822,13,0.850232257121884,15,TRUE,20,2001,1,4
2022,85,354.243571551311,330,-0.106660705811,13.5,0.850232257121884,15,TRUE,21,2001,1,4
2023,85,370.580818563079,345,0.730586305957457,14,0.850232257121884,15,TRUE,22,2001,1,4
2024,85,384.791397254541,360,-0.558835002580967,14.5,0.850232257121884,15,TRUE,23,2001,1,4
1995,86,11.7729628822072,0,1.07535417053891,0,0.697608711668253,15,FALSE,-6,2001,1,4
1996,86,11.0708228890922,0,-0.126785822576071,0.5,0.697608711668253,15,FALSE,-5,2001,1,4
1997,86,10.9670902901864,0,-0.730518421481828,1,0.697608711668253,15,FALSE,-4,2001,1,4
1998,86,11.7467914310237,0,-0.450817280644525,1.5,0.697608711668253,15,FALSE,-3,2001,1,4
1999,86,12.5523572601472,0,-0.145251451521052,2,0.697608711668253,15,FALSE,-2,2001,1,4
2000,86,13.4726324195501,0,0.275023707881875,2.5,0.697608711668253,15,FALSE,-1,2001,1,4
2001,86,28.582238709638,15,-0.115370002030208,3,0.697608711668253,15,TRUE,0,2001,1,4
2002,86,43.7535981846634,30,-0.444010527004882,3.5,0.697608711668253,15,TRUE,1,2001,1,4
2003,86,59.1545761942508,45,-0.54303251741747,4,0.697608711668253,15,TRUE,2,2001,1,4
2004,86,75.53702373411,60,0.339415022441764,4.5,0.697608711668253,15,TRUE,3,2001,1,4
2005,86,90.6357988485268,75,-0.061809863141409,5,0.697608711668253,15,TRUE,4,2001,1,4
